Voie;Code ID commune;Code postal;Commune;Code departement;Code commune;CODE;Unnamed: 15;Unnamed: 16;No Volume;Unnamed: 18;Surface Carrez du 1er lot;2eme lot;Surface Carrez du 2eme lot;3eme lot;Surface Carrez du 3eme lot;4eme lot;Surface Carrez du 4eme lot;5eme lot;Surface Carrez du 5eme lot;Nombre de lots;Code type local;Type local;Identifiant local;Surface reelle bati;Nombre pieces principales
FLANDRES DUNKERQUE 40;568;28300.0;MAINVILLIERS;28;229;28229;;;;;40,98;;;;;;;;;1;2;Appartement;;41;2
DES SEPT ILES;595;29000.0;QUIMPER;29;232;29232;;;;;40,29;;;;;;;;;1;2;Appartement;;42;2
PRESIDENT KENNEDY;618;20090.0;AJACCIO;2A;4;2A004;;;;;52,36;;;;;;;;;1;2;Appartement;;52;2
COMTE BACCIOCHI;616;20000.0;AJACCIO;2A;4;2A004;;;;;30,49;;;;;;;;;1;2;Appartement;;16;2
LE CENTURION;663;30240.0;LE GRAU DU ROI;30;133;30133;;;;;18,2;;;;;;;;;1;2;Appartement;;22;1
CLAUZEL;732;31500.0;TOULOUSE;31;555;31555;;;;;30,1;;;;;;;;;2;2;Appartement;;29;1
CORDEAU;730;31200.0;TOULOUSE;31;555;31555;;;;;60,33;;;;;;;;;2;2;Appartement;;60;3
LAMARTINE;817;33510.0;ANDERNOS-LES-BAINS;33;5;33005;;;;;60,75;;;;;;;;;1;1;Maison;;64;3
THIERS;818;33100.0;BORDEAUX;33;63;33063;;;;;74,92;;;;;;;;;1;2;Appartement;;74;3
DE LA FERME RICHEMONT;783;33000.0;BORDEAUX;33;63;33063;;;;;49,69;;;;;;;;;1;2;Appartement;;39;2
CHARLES DESPIAU;798;33700.0;MERIGNAC;33;281;33281;;;;;88;;;;;;;;;1;2;Appartement;;82;4
DE ST MEDARD;798;33700.0;MERIGNAC;33;281;33281;;;;;47,02;;;;;;;;;1;2;Appartement;;47;2
DE VERDUN;798;33700.0;MERIGNAC;33;281;33281;;;;;39,58;;;;;;;;;1;2;Appartement;;38;2
DES TULIPES;801;33600.0;PESSAC;33;318;33318;;;;;33,53;;;;;;;;;1;2;Appartement;;33;2
DE PLAISANCE;846;33370.0;YVRAC;33;554;33554;;;;;80,93;;;;;;;;;1;1;Maison;;78;4
DES ARBOUSIERS;945;34500.0;BEZIERS;34;32;34032;;;;;73,96;;;;;;;;;1;1;Maison;;85;3
DES SOURCES;891;34990.0;JUVIGNAC;34;123;34123;;;;;103,69;;;;;;;;;1;1;Maison;;102;5
DU VIEUX VILLAGE CARNON;890;34130.0;MAUGUIO;34;154;34154;;;;;46,27;;;;;;;;;1;2;Appartement;;43;3
DE LA CARRIERASSE;921;34560.0;MONTBAZIN;34;165;34165;;;;;107,57;;;;;;;;;1;2;Appartement;;115;6
AZEMA;887;34070.0;MONTPELLIER;34;172;34172;;;;;34,8;;;;;;;;;1;2;Appartement;;35;2
MONTMORENCY;901;34200.0;SETE;34;301;34301;;;;;51,19;;;;;;;;;1;2;Appartement;;53;2
DE LA SOURCE;902;34110.0;VIC-LA-GARDIOLE;34;333;34333;;;;;63,68;;;;;;;;;2;1;Maison;;46;3
DES CHARPENTIERS;977;35690.0;ACIGNE;35;1;35001;;;;;51,47;;;;;;;;;1;2;Appartement;;52;3
VOLNEY;967;35700.0;RENNES;35;238;35238;;;;;24,18;;;;;;;;;1;2;Appartement;;23;1
ADOLPHE TOUFFAIT;965;35000.0;RENNES;35;238;35238;;;;;74,09;;;;;;;;;1;2;Appartement;;73;3
DE LA BUCLEE;1061;38130.0;ECHIROLLES;38;151;38151;;;;;65,48;;;;;;;;;1;2;Appartement;;65;3
DE GRUGLIASCO;1061;38130.0;ECHIROLLES;38;151;38151;;;;;38,33;;;;;;;;;1;2;Appartement;;38;1
DE LA MUZELLE MT DE LANS;1098;38860.0;LES DEUX ALPES;38;253;38253;;;;;14,85;;;;;;;;;1;2;Appartement;;14;1
JULES VALLES;1056;38400.0;SAINT-MARTIN-D'HERES;38;421;38421;;;;;65,4;;;;;;;;;1;2;Appartement;;64;3
DU VINAY;1099;38360.0;SASSENAGE;38;474;38474;;;;;40,9;;;;;;;;;2;2;Appartement;;40;2
RIVOIRE DE LA DAME;1099;38360.0;SASSENAGE;38;474;38474;;;;;103,36;;;;;;;;;1;1;Maison;;93;5
FAUBOURG SERMORENS;1069;38500.0;VOIRON;38;563;38563;;;;;36,55;;;;;;;;;2;2;Appartement;;35;2
DU MARCHE;1135;39200.0;SAINT-CLAUDE;39;478;39478;;;;;40,03;;;;;;;;;2;2;Appartement;;47;2
DE LESPECIER;1187;40170.0;BIAS;40;43;40043;;;;;46,09;;;;;;;;;1;1;Maison;;64;3
LABADIE;1157;40100.0;DAX;40;88;40088;;;;;95,38;;;;;;;;;2;2;Appartement;;98;4
DE LA REPUBLIQUE;1157;40100.0;DAX;40;88;40088;;;;;30,56;;;;;;;;;1;2;Appartement;;55;2
AMAURY;1164;40000.0;MONT-DE-MARSAN;40;192;40192;;;;;45,13;;;;;;;;;1;2;Appartement;;46;2
DES ESTAGNOTS;1163;40510.0;SEIGNOSSE;40;296;40296;;;;;46,31;;;;;;;;;1;2;Appartement;;48;2
DES BULIEUX;1234;42160.0;ANDREZIEUX-BOUTHEON;42;5;42005;;;;;71;;;;;;;;;1;2;Appartement;;67;3
DES MOLIERES;1223;42500.0;LE CHAMBON-FEUGEROLLES;42;44;42044;;;;;102;;;;;;;;;2;2;Appartement;;104;4
EDMOND CHARPENTIER;1204;42000.0;SAINT-ETIENNE;42;218;42218;;;;;62,5;;;;;;;;;1;2;Appartement;;74;2
DE LA SEMENE;1262;43140.0;SEAUVE-SUR-SEMENE (LA);43;236;43236;;;;;80,29;;;;;;;;;2;2;Appartement;;95;5
DES STOCKS;1277;44000.0;NANTES;44;109;44109;;;;;34,98;;;;;;;;;1;2;Appartement;;36;1
BABIN CHEVAYE;1281;44200.0;NANTES;44;109;44109;;;;;68,04;;;;;;;;;1;2;Appartement;;67;3
DE LA FERRIERE;1300;44700.0;ORVAULT;44;114;44114;;;;;47,34;;;;;;;;;2;2;Appartement;;58;2
DE LA CROIX BERNIER;1318;44770.0;LA PLAINE-SUR-MER;44;126;44126;;;;;50,05;;;;;;;;;1;2;Appartement;;49;3
OCEANIDES;1325;44380.0;PORNICHET;44;132;44132;;;;;51,55;;;;;;;;;1;2;Appartement;;45;2
JEAN ZAY;1356;45000.0;ORLEANS;45;234;45234;;;;;90,1;;;;;;;;;2;2;Appartement;;90;4
DE LA COMMUNE;1355;45800.0;ST JEAN DE BRAYE;45;284;45284;;;;;82,7;;;;;;;;;1;2;Appartement;;83;3
ERNEST SARROU;1396;47000.0;AGEN;47;1;47001;;;;;17,32;;;;;;;;;1;2;Appartement;;17;1
ERNEST SARROU;1396;47000.0;AGEN;47;1;47001;;;;;17,17;;;;;;;;;1;2;Appartement;;17;1
DU SOUCHET;1433;49080.0;BOUCHEMAINE;49;35;49035;;;;;34,91;;;;;;;;;1;2;Appartement;;36;1
RES MARION;1432;49170.0;SAINT-GEORGES-SUR-LOIRE;49;283;49283;;;;;87,3;;;;;;;;;1;1;Maison;;88;4
DU STADE;1449;50400.0;GRANVILLE;50;218;50218;;;;;73,07;;;;;;;;;2;2;Appartement;;72;4
PONSARDIN;1488;51100.0;REIMS;51;454;51454;;;;;26,67;;;;;;;;;3;2;Appartement;;28;1
DES POMMIERS;1507;53000.0;LAVAL;53;130;53130;;;;;39,7;;;;;;;;;1;1;Maison;;39;2
GENERAL LECLERC;1511;54270.0;ESSEY LES NANCY;54;184;54184;;;;;54,2;;;;;;;;;1;2;Appartement;;55;2
COURBET;1522;54320.0;MAXEVILLE;54;357;54357;;;;;20,27;;;;;;;;;1;2;Appartement;;27;1
DU COLONEL GRANDVAL;1512;54000.0;NANCY;54;395;54395;;;;;47,05;;;;;;;;;1;2;Appartement;;46;2
STE GENEVIEVE BEAUSEJOUR;1546;54430.0;REHON;54;451;54451;;;;;65,2;;;;;;;;;3;2;Appartement;;65;4
ARAGO;1627;59000.0;LILLE;59;350;59350;;;;;39,86;;;;;;;;;1;2;Appartement;;39;2
DU BAZINGHIEN;1650;59120.0;LOOS;59;360;59360;;;;;81,33;;;;;;;;;1;2;Appartement;;150;4
DE CHERBOURG;1669;59200.0;TOURCOING;59;599;59599;;;;;93,95;;;;;;;;;1;2;Appartement;;92;4
GAMBETTA;1701;60540.0;BORNEL;60;88;60088;;;;;70,32;;;;;;;;;1;2;Appartement;;77;3
ARTHUR RIMBAUD;1741;60100.0;CREIL;60;175;60175;;;;;38,79;;;;;;;;;2;2;Appartement;;39;2
JULES UHRY;1756;60160.0;THIVERNY;60;635;60635;;;;;97,83;;;;;;;;;1;1;Maison;;95;4
DE CALAIS;1813;62500.0;SAINT OMER;62;765;62765;;;;;71,3;;;;;;;;;1;2;Appartement;;77;3
KIROLETAKO ATEKAMOTZA;1855;64480.0;USTARITZ;64;547;64547;;;;;63,77;;;;;;;;;1;2;Appartement;;64;3
DU GAREL;1957;69530.0;BRIGNAIS;69;27;69027;;;;;83,71;;;;;;;;;1;2;Appartement;;83;4
GAMBETTA;1938;69800.0;SAINT-PRIEST;69;290;69290;;;;;67,3;;;;;;;;;1;2;Appartement;;67;3
GAILLETON;1906;69002.0;LYON 2EME;69;382;69382;;;;;238,63;;;;;;;;;3;2;Appartement;;230;6
JACQUARD;1908;69004.0;LYON 4EME;69;384;69384;;;;;62,49;;;;;;;;;1;2;Appartement;;65;3
DU POINT DU JOUR;1909;69005.0;LYON 5EME;69;385;69385;;;;;40,05;;;;;;;;;1;2;Appartement;;34;2
GDE RUE DE VAISE;1910;69009.0;LYON 9EME;69;389;69389;;;;;22,57;;;;;;;;;1;2;Appartement;;26;2
DES REMPARTS;2031;70300.0;LUXEUIL-LES-BAINS;70;311;70311;;;;;87,61;;;;;;;;;3;2;Appartement;;89;3
DE NOIDANS;2038;70000.0;VESOUL;70;550;70550;;;;;34,06;;;;;;;;;1;2;Appartement;;35;1
EDMOND DESAILLOUD;2156;74400.0;CHAMONIX MONT BLANC;74;56;74056;;;;;27,51;;;;;;;;;1;2;Appartement;;29;2
LES HOUCHES;2182;74310.0;LES HOUCHES;74;143;74143;;;;;93,02;;;;;;;;;1;2;Appartement;;92;3
HONORAZ;2176;74440.0;MORILLON;74;190;74190;;;;;23,9;;;;;;;;;2;2;Appartement;;24;1
DU MONT D ARBOIS;2166;74170.0;SAINT GERVAIS LES BAINS;74;236;74236;;;;;16,32;;;;;;;;;2;2;Appartement;;15;1
ANCIENNE RTE IMPERIALE;2167;74700.0;SALLANCHES;74;256;74256;;;;;55,26;;;;;;;;;3;2;Appartement;;56;3
SAINT HONORE;3196;75001.0;PARIS 01;75;101;75101;;;;;55,03;;;;;;;;;1;2;Appartement;;51;2
DE HANOVRE;3214;75002.0;PARIS 02;75;102;75102;;;;;68,06;;;;;;;;;1;2;Appartement;;65;3
MARIE STUART;3214;75002.0;PARIS 02;75;102;75102;;;;;17,74;;;;;;;;;1;2;Appartement;;17;1
DE CLERY;3214;75002.0;PARIS 02;75;102;75102;;;;;28,69;;;;;;;;;2;2;Appartement;;32;1
COCHIN;3200;75005.0;PARIS 05;75;105;75105;;;;;29,01;;;;;;;;;1;2;Appartement;;29;2
JUSSIEU;3200;75005.0;PARIS 05;75;105;75105;;;;;19,55;;;;;;;;;2;2;Appartement;;20;1
DU CARDINAL LEMOINE;3200;75005.0;PARIS 05;75;105;75105;;;;;31,67;;;;;;;;;1;2;Appartement;;30;1
DE PORT ROYAL;3200;75005.0;PARIS 05;75;105;75105;;;;;48,75;;;;;;;;;2;2;Appartement;;46;3
DU PONT DE LODI;3198;75006.0;PARIS 06;75;106;75106;;;;;37,71;;;;;;;;;1;2;Appartement;;37;2
CASSETTE;3198;75006.0;PARIS 06;75;106;75106;;;;;84,86;;;;;;;;;1;2;Appartement;;87;4
DES SAINTS PERES;3198;75006.0;PARIS 06;75;106;75106;;;;;12,9;;;;;;;;;3;2;Appartement;;15;1
DE L UNIVERSITE;3199;75007.0;PARIS 07;75;107;75107;;;;;140,39;;;;;;;;;2;2;Appartement;;141;4
ALBERT 1ER;3197;75008.0;PARIS 08;75;108;75108;;;;;42,97;;;;;;;;;1;2;Appartement;;42;2
PIERRE FONTAINE;3202;75009.0;PARIS 09;75;109;75109;;;;;12,56;;;;;;;;;1;2;Appartement;;15;1
ESTIENNE D ORVES;3202;75009.0;PARIS 09;75;109;75109;;;;;56,5;;;;;;;;;3;2;Appartement;;56;2
DE BELLEFOND;3202;75009.0;PARIS 09;75;109;75109;;;;;24,12;;;;;;;;;1;2;Appartement;;24;2
VOLTAIRE;3203;75011.0;PARIS 11;75;111;75111;;;;;40,42;;;;;;;;;1;2;Appartement;;42;2
N 11;3203;75011.0;PARIS 11;75;111;75111;;;;;20,62;;;;;;;;;2;2;Appartement;;22;1
DE CHOISY;3205;75013.0;PARIS 13;75;113;75113;;;;;45,32;;;;;;;;;2;2;Appartement;;50;3
AUGUSTE BLANQUI;3205;75013.0;PARIS 13;75;113;75113;;;;;18,47;;;;;;;;;1;2;Appartement;;12;1
LEFEBVRE;3207;75015.0;PARIS 15;75;115;75115;;;;;16,26;;;;;;;;;1;2;Appartement;;12;1
DE VAUGIRARD;3207;75015.0;PARIS 15;75;115;75115;;;;;13,51;;;;;;;;;3;2;Appartement;;19;1
DE LA CROIX NIVERT;3207;75015.0;PARIS 15;75;115;75115;;;;;43,13;;;;;;;;;1;2;Appartement;;44;2
VIL DE L ASTROLABE;3207;75015.0;PARIS 15;75;115;75115;;;;;18,34;;;;;;;;;2;2;Appartement;;19;1
SARASATE;3207;75015.0;PARIS 15;75;115;75115;;;;;29,45;;;;;;;;;1;2;Appartement;;30;2
LE MAROIS;3208;75016.0;PARIS 16;75;116;75116;;;;;69,99;;;;;;;;;1;2;Appartement;;70;3
LOUIS BLERIOT;3208;75016.0;PARIS 16;75;116;75116;;;;;94,98;;;;;;;;;2;2;Appartement;;100;4
DE LA FAISANDERIE;3208;75016.0;PARIS 16;75;116;75116;;;;;38,32;;;;;;;;;2;2;Appartement;;35;1
DE TRAKTIR;3208;75016.0;PARIS 16;75;116;75116;;;;;181,35;;;;;;;;;1;2;Appartement;;175;6
DES ACACIAS;3209;75017.0;PARIS 17;75;117;75117;;;;;56;;;;;;;;;2;2;Appartement;;54;3
DU MONT CENIS;3210;75018.0;PARIS 18;75;118;75118;;;;;13,38;;;;;;;;;1;2;Appartement;;15;1
CLOVIS HUGUES;3212;75019.0;PARIS 19;75;119;75119;;;;;22,84;;;;;;;;;1;2;Appartement;;15;1
BOTZARIS;3212;75019.0;PARIS 19;75;119;75119;;;;;66,9;;;;;;;;;2;2;Appartement;;65;2
DU TUNNEL;3212;75019.0;PARIS 19;75;119;75119;;;;;29,46;;;;;;;;;1;2;Appartement;;32;2
DE BELLEVILLE;3211;75020.0;PARIS 20;75;120;75120;;;;;25,5;;;;;;;;;2;2;Appartement;;27;1
LEFORT GONSSOLIN;2211;76130.0;MONT-SAINT-AIGNAN;76;451;76451;;;;;59,4;;;;;;;;;2;2;Appartement;;58;2
DE LA BROSSE;2354;77090.0;COLLEGIEN;77;121;77121;;;;;65,29;;;;;;;;;1;2;Appartement;;65;3
DU COQ GRIS;2288;77300.0;FONTAINEBLEAU;77;186;77186;;;;;25,4;;;;;;;;;1;2;Appartement;;18;1
DE LA TOUR D'AUVERGNE;2363;77185.0;LOGNES;77;258;77258;;;;;62,54;;;;;;;;;2;2;Appartement;;62;3
PAUL CLAUDEL;2342;77100.0;MEAUX;77;284;77284;;;;;68,13;;;;;;;;;2;2;Appartement;;68;3
JEAN JAURES;2285;77130.0;MONTEREAU FAULT YONNE;77;305;77305;;;;;50,73;;;;;;;;;2;2;Appartement;;34;1
PORT DES FOSSES;2285;77130.0;MONTEREAU FAULT YONNE;77;305;77305;;;;;24,42;;;;;;;;;1;2;Appartement;;25;1
GEORGES VILLETTE;2296;77250.0;MORET-LOING-ET-ORVANNE;77;316;77316;;;;;54,19;;;;;;;;;1;2;Appartement;;62;3
CARNOT;2292;77140.0;NEMOURS;77;333;77333;;;;;30,66;;;;;;;;;2;2;Appartement;;33;2
PLUME VERT;2255;77330.0;OZOIR LA FERRIERE;77;350;77350;;;;;28,39;;;;;;;;;1;2;Appartement;;28;1
CHARLES BALEZEAUX;2272;77340.0;PONTAULT COMBAULT;77;373;77373;;;;;32,63;;;;;;;;;1;2;Appartement;;32;1
JEAN BAPTISTE COROT;2281;77680.0;ROISSY-EN-BRIE;77;390;77390;;;;;94,72;;;;;;;;;1;1;Maison;;95;5
DES GUETTES;2311;77670.0;SAINT-MAMMES;77;419;77419;;;;;79,58;;;;;;;;;2;2;Appartement;;80;4
DE LA GARE;2368;77400.0;THORIGNY SUR MARNE;77;464;77464;;;;;41,59;;;;;;;;;1;2;Appartement;;41;2
PIROUETTE;2344;77200.0;TORCY;77;468;77468;;;;;53,3;;;;;;;;;1;2;Appartement;;51;2
HENRI BARBUSSE;2409;78390.0;BOIS D ARCY;78;73;78073;;;;;46,61;;;;;;;;;2;2;Appartement;;46;2
THIERS;2488;78270.0;BONNIERES-SUR-SEINE;78;89;78089;;;;;73,81;;;;;;;;;1;1;Maison;;50;3
DES COTES DE VANNES;2443;78700.0;CONFLANS SAINTE HONORINE;78;172;78172;;;;;57,04;;;;;;;;;2;2;Appartement;;50;3
DE LA MONTJOIE;2457;78750.0;MAREIL-MARLY;78;367;78367;;;;;25,46;;;;;;;;;1;2;Appartement;;24;1
MICHELET;2425;78500.0;SARTROUVILLE;78;586;78586;;;;;28,5;;;;;;;;;2;2;Appartement;;22;2
DE VILLACOUBLAY;2412;78140.0;VELIZY VILLACOUBLAY;78;640;78640;;;;;58,78;;;;;;;;;2;2;Appartement;;58;2
DES JACOBINS;2535;80000.0;AMIENS;80;21;80021;;;;;23,07;;;;;;;;;1;2;Appartement;;22;2
SYLVIUS;2535;80000.0;AMIENS;80;21;80021;;;;;13,2;;;;;;;;;1;2;Appartement;;13;1
JEAN FROISSART;2535;80000.0;AMIENS;80;21;80021;;;;;18,79;;;;;;;;;1;2;Appartement;;19;1
GRANDE RUE;2550;80460.0;AULT;80;39;80039;;;;;11,82;;;;;;;;;1;2;Appartement;;12;1
DE LA PLAGE;2543;80120.0;FORT-MAHON-PLAGE;80;333;80333;;;;;33;;;;;;;;;1;2;Appartement;;35;2
HENRI LAPAUZE;2566;82000.0;MONTAUBAN;82;121;82121;;;;;84,97;;;;;;;;;1;2;Appartement;;86;5
DU DOCTEUR LOUIS MARCON;2634;83150.0;BANDOL;83;9;83009;;;;;21,74;;;;;;;;;1;2;Appartement;;30;2
DU REAL;2601;83670.0;BARJOLS;83;12;83012;;;;;69,86;;;;;;;;;1;2;Appartement;;60;2
DES ILES D OR;2643;83230.0;BORMES-LES-MIMOSAS;83;19;83019;;;;;41,79;;;;;;;;;1;2;Appartement;;45;2
CLAUDE DURAND;2637;83400.0;HYERES;83;69;83069;;;;;29;;;;;;;;;1;2;Appartement;;35;2
LES CIGALONS;2628;83220.0;LE PRADET;83;98;83098;;;;;45,87;;;;;;;;;1;2;Appartement;;45;2
DE LA MER;2630;83430.0;SAINT-MANDRIER-SUR-MER;83;153;83153;;;;;23,26;;;;;;;;;2;2;Appartement;;24;1
FREDERIC MISTRAL;2690;84500.0;BOLLENE;84;19;84019;;;;;50,24;;;;;;;;;1;2;Appartement;;54;1
D ANSOUIS;2677;84120.0;PERTUIS;84;89;84089;;;;;61;;;;;;;;;1;2;Appartement;;59;3
DES CROUZILLOUX;2750;87280.0;LIMOGES;87;85;87085;;;;;71,28;;;;;;;;;1;1;Maison;;69;3
CURIE;2820;91800.0;BRUNOY;91;114;91114;;;;;116,19;;;;;;;;;1;1;Maison;;116;6
CHARLES DE GAULLE;2928;91440.0;BURES SUR YVETTE;91;122;91122;;;;;42,35;;;;;;;;;2;2;Appartement;;45;2
DE PROVENCE;2856;91380.0;CHILLY MAZARIN;91;161;91161;;;;;82,46;;;;;;;;;1;2;Appartement;;82;4
DU GENERAL LECLERC;2818;91100.0;CORBEIL ESSONNES;91;174;91174;;;;;52,9;;;;;;;;;2;2;Appartement;;62;3
FERAY;2818;91100.0;CORBEIL ESSONNES;91;174;91174;;;;;37,3;;;;;;;;;6;2;Appartement;;42;2
JEAN JAURES;2831;91560.0;CROSNE;91;191;91191;;;;;30;;;;;;;;;1;2;Appartement;;31;1
COROT;2891;91410.0;DOURDAN;91;200;91200;;;;;124,99;;;;;;;;;1;1;Maison;;142;6
DE LA DIVISION LECLERC;2870;91310.0;LINAS;91;339;91339;;;;;38,07;;;;;;;;;1;2;Appartement;;40;2
DES CAPUCINES;2882;91220.0;LE PLESSIS PATE;91;494;91494;;;;;125;;;;;;;;;1;1;Maison;;124;7
PARC DE CHANTELOUP;2879;91180.0;SAINT-GERMAIN-LES-ARPAJON;91;552;91552;;;;;58,98;;;;;;;;;2;2;Appartement;;60;4
DES ROSSAYS;2848;91600.0;SAVIGNY-SUR-ORGE;91;589;91589;;;;;67,13;;;;;;;;;2;2;Appartement;;66;4
JEAN MARIE DJIBAOU;2834;91270.0;VIGNEUX SUR SEINE;91;657;91657;;;;;83,6;;;;;;;;;1;1;Maison;;80;4
DES CAILLOUX;2953;92110.0;CLICHY;92;24;92024;;;;;27,5;;;;;;;;;1;2;Appartement;;26;1
JEAN JAURES;2977;92240.0;MALAKOFF;92;46;92046;;;;;44,89;;;;;;;;;2;2;Appartement;;42;3
HENRI GINOUX;2968;92120.0;MONTROUGE;92;49;92049;;;;;58,02;;;;;;;;;2;2;Appartement;;54;3
DE LA MARNE;2968;92120.0;MONTROUGE;92;49;92049;;;;;70,02;;;;;;;;;2;2;Appartement;;70;4
JEAN JAURES;2941;92800.0;PUTEAUX;92;62;92062;;;;;51,4;;;;;;;;;2;2;Appartement;;45;3
DE FONTENAY;2973;92330.0;SCEAUX;92;71;92071;;;;;79,8;;;;;;;;;2;2;Appartement;;80;5
DES CHENES;2943;92150.0;SURESNES;92;73;92073;;;;;81,74;;;;;;;;;1;1;Maison;;88;4
CARNOT;2943;92150.0;SURESNES;92;73;92073;;;;;30,65;;;;;;;;;1;2;Appartement;;11;1
DES COMTOIS;2981;93170.0;BAGNOLET;93;6;93006;;;;;35,44;;;;;;;;;1;2;Appartement;;38;2
EDOUARD VAILLANT;2986;93140.0;BONDY;93;10;93010;;;;;37,68;;;;;;;;;2;2;Appartement;;37;2
DES COMBATTANTS AF NORD;2980;93260.0;LES LILAS;93;45;93045;;;;;90,01;;;;;;;;;1;2;Appartement;;92;3
DES ARTS;3015;93370.0;MONTFERMEIL;93;47;93047;;;;;36,9;;;;;;;;;1;2;Appartement;;40;3
HENRI BARBUSSE;3016;93100.0;MONTREUIL;93;48;93048;;;;;26,42;;;;;;;;;1;2;Appartement;;30;2
JULIETTE DODU;3016;93100.0;MONTREUIL;93;48;93048;;;;;59,7;;;;;;;;;2;2;Appartement;;60;3
GEORGES GAY;2982;93130.0;NOISY-LE-SEC;93;53;93053;;;;;44,21;;;;;;;;;1;2;Appartement;;44;2
MONTGOLFIER;2987;93500.0;PANTIN;93;55;93055;;;;;59,33;;;;;;;;;1;2;Appartement;;59;3
DENIS PAPIN;2987;93500.0;PANTIN;93;55;93055;;;;;16,32;;;;;;;;;1;2;Appartement;;16;1
JEAN JAURES;2979;93230.0;ROMAINVILLE;93;63;93063;;;;;56,3;;;;;;;;;2;2;Appartement;;57;3
DE VERDUN;2979;93230.0;ROMAINVILLE;93;63;93063;;;;;24,35;;;;;;;;;1;2;Appartement;;24;2
JEAN JAURES;3003;93270.0;SEVRAN;93;71;93071;;;;;23,26;;;;;;;;;1;2;Appartement;;31;1
P VAILLANT COUTURIER;3007;93420.0;VILLEPINTE;93;78;93078;;;;;100,84;;;;;;;;;2;1;Maison;;101;5
MAGNE;3052;94480.0;ABLON-SUR-SEINE;94;1;94001;;;;;31,11;;;;;;;;;2;2;Appartement;;32;1
MARCELIN BERTHELOT;3023;94140.0;ALFORTVILLE;94;2;94002;;;;;90,67;;;;;;;;;2;1;Maison;;92;5
DU PRESIDENT WILSON;3029;94230.0;CACHAN;94;16;94016;;;;;53,8;;;;;;;;;2;2;Appartement;;55;3
LOUIS GEORGEON;3029;94230.0;CACHAN;94;16;94016;;;;;52;;;;;;;;;1;2;Appartement;;50;2
DUMOTEL;3029;94230.0;CACHAN;94;16;94016;;;;;67,11;;;;;;;;;1;2;Appartement;;67;3
GENERAL DE GAULLE;3025;94220.0;CHARENTON-LE-PONT;94;18;94018;;;;;68,79;;;;;;;;;2;2;Appartement;;68;3
DE GRAVELLE;3025;94220.0;CHARENTON-LE-PONT;94;18;94018;;;;;17,81;;;;;;;;;1;2;Appartement;;20;1
VAN GOGH;3050;94450.0;LIMEIL-BREVANNES;94;44;94044;;;;;67,57;;;;;;;;;2;2;Appartement;;67;3
DES HEROS NOGENTAIS;3060;94130.0;NOGENT-SUR-MARNE;94;52;94052;;;;;45,86;;;;;;;;;2;2;Appartement;;48;3
LOUIS BREGUET;3037;94310.0;ORLY;94;54;94054;;;;;46,58;;;;;;;;;1;2;Appartement;;53;3
DU HUIT MAI 1945;3048;94350.0;VILLIERS-SUR-MARNE;94;79;94079;;;;;26,43;;;;;;;;;1;2;Appartement;;26;1
GEORGES HUCHON;3061;94300.0;VINCENNES;94;80;94080;;;;;52,71;;;;;;;;;2;2;Appartement;;51;2
MARGUERITE DURAS;3034;94400.0;VITRY-SUR-SEINE;94;81;94081;;;;;68,26;;;;;;;;;1;2;Appartement;;70;3
DU POIRIER FOURRIER;3155;95100.0;ARGENTEUIL;95;18;95018;;;;;68,34;;;;;;;;;2;2;Appartement;;68;3
GUY PATIN;3159;95240.0;CORMEILLES-EN-PARISIS;95;176;95176;;;;;45,7;;;;;;;;;1;2;Appartement;;44;1
DES BUSSYS;3135;95600.0;EAUBONNE;95;203;95203;;;;;65,71;;;;;;;;;2;2;Appartement;;63;4
DU GROS NOYER;3134;95120.0;ERMONT;95;219;95219;;;;;71,74;;;;;;;;;1;2;Appartement;;72;4
SAINT JOHN PERSE;3134;95120.0;ERMONT;95;219;95219;;;;;50,25;;;;;;;;;1;2;Appartement;;50;2
RAYMOND LAPCHIN;3101;95190.0;GOUSSAINVILLE;95;280;95280;;;;;76;;;;;;;;;1;1;Maison;;58;3
GRANDE RUE;3080;95630.0;MERIEL;95;392;95392;;;;;24,5;;;;;;;;;1;2;Appartement;;25;1
DE L EPERON;3067;95300.0;PONTOISE;95;500;95500;;;;;84,8;;;;;;;;;3;2;Appartement;;75;3
DES MARADAS BRUNS;3087;95000.0;PONTOISE;95;500;95500;;;;;62,83;;;;;;;;;1;2;Appartement;;63;3
DE L ERMITAGE;3141;95320.0;ST LEU LA FORET;95;563;95563;;;;;27,85;;;;;;;;;1;2;Appartement;;28;2
DES TERRES DE LA FERME;3070;95310.0;ST OUEN L AUMONE;95;572;95572;;;;;99,88;;;;;;;;;1;1;Maison;;103;4
DES ROCHES;3193;97410.0;SAINT PIERRE;974;416;97416;;;;;18,02;;;;;;;;;1;2;Appartement;;19;1
LAMARTINE;4;1200.0;VALSERHONE;1;33;1033;;;;;47,65;;;;;;;;;3;2;Appartement;;62;3
PAUL DOUMER;55;2000.0;LAON;2;408;2408;;;;;49,1;;;;;;;;;1;2;Appartement;;53;2
DE LA RESISTANCE;62;2200.0;SOISSONS;2;722;2722;;;;;47,02;;;;;;;;;3;2;Appartement;;36;3
LES HAUTES PLAINES;91;4800.0;GREOUX-LES-BAINS;4;94;4094;;;;;27,36;;;;;;;;;1;2;Appartement;;27;1
LE VILLAGE;99;4200.0;NOYERS-SUR-JABRON;4;139;4139;;;;;40,4;;;;;;;;;1;2;Appartement;;38;1
